licenceId,licenceNumber,licensee,channel,frequency,location,status,txrx,suppressed
241490,298796,"SPARK NEW ZEALAND TRADING LIMITED",,768.0,"WAIKATO EXPRESSWAY SOUTH","Current","TX",false
241489,298815,"SPARK NEW ZEALAND TRADING LIMITED",,877.5,"WAIKATO EXPRESSWAY SOUTH","Current","TX",false
241488,298847,"KORDIA LIMITED","7GU5#",7711.5,"PAEROA RANGE","Current","TX",false
241487,298846,"KORDIA LIMITED","7GU5",7550.5,"GOUDIES STATION REPOROA","Current","TX",false
241486,298891,"ZELAN LIMITED","11G10#",11605.0,"BOUNDARY PEAK (ZELAN)","Current","TX",false
241485,298890,"ZELAN LIMITED","11G10",11075.0,"RWCBGS - BULLER GORGE SOUTH","Current","TX",false
241484,298855,"EONFIBRE LIMITED","11G5W#",11605.0,"SPRINGFIELD CENTRAL (VFNZ)","Current","TX",false
241483,298854,"EONFIBRE LIMITED","11G5W",11075.0,"SPRINGFIELD WEST/DARFIELD","Current","TX",false
241479,,"National Emergency Management Agency","ES149#",139.8625,"MOBILE","Current","TX",false
241478,,"National Emergency Management Agency","ES4#",138.05,"MOBILE","Current","TX",false
241477,298789,"HUMES DRAINAGE AND WATERMAINS","DNX98",466.98125,"ALL NORTH ISLAND","Current","TX",false
241477,298789,"HUMES DRAINAGE AND WATERMAINS","DNX63",465.00625,"ALL NORTH ISLAND","Current","TX",false
241477,298789,"HUMES DRAINAGE AND WATERMAINS","DNX30",461.59375,"ALL NORTH ISLAND","Current","TX",false
241476,301424,"CONNECTIVITY INFRASTRUCTURE SERVICES LIMITED","13G3W#",13157.0,"MT HUTT (UML)","Current","TX",false
241475,301423,"CONNECTIVITY INFRASTRUCTURE SERVICES LIMITED","13G3W",12891.0,"RAKAIA (RCTRAK)","Current","TX",false
241474,,"NZART SOUTH CANTERBURY BRANCH INC","70AR8450#",433.45,"AMATEUR MOBILE AREA","Current","TX",false
241473,298788,"NZART SOUTH CANTERBURY BRANCH INC","70AR8450",438.45,"CAVE HILL ASHLEYS","Current","TX",false
241472,298997,"LIGHTWIRE LIMITED","18G7A#",19480.0,"MT KAKEPUKU (PKU) (LIGHTWIRE)","Current","TX",false
241471,298996,"LIGHTWIRE LIMITED","18G7A",18470.0,"MT PIRONGIA 2 (LIGHTWIRE)","Current","TX",false
241470,298829,"ONE NEW ZEALAND GROUP LIMITED",,2682.5,"REDCLIFFS","Current","TX",false
241469,298835,"ONE NEW ZEALAND GROUP LIMITED",,785.5,"REDCLIFFS","Current","TX",false
241468,298842,"ONE NEW ZEALAND GROUP LIMITED",,785.5,"PARKHOUSE ROAD (VFNZ)","Current","TX",false
241467,298820,"ONE NEW ZEALAND GROUP LIMITED",,2682.5,"KOPU BRIDGE VF C2KPB","Current","TX",false
241466,298828,"ONE NEW ZEALAND GROUP LIMITED",,2120.0,"KOPU BRIDGE VF C2KPB","Current","TX",false
241465,298844,"ONE NEW ZEALAND GROUP LIMITED",,1867.5,"KOPU BRIDGE VF C2KPB","Current","TX",false
241464,298827,"ONE NEW ZEALAND GROUP LIMITED",,785.5,"KOPU BRIDGE VF C2KPB","Current","TX",false
241463,298839,"ONE NEW ZEALAND GROUP LIMITED",,2682.5,"COROMANDEL TOWN VF C2COT","Current","TX",false
241462,298825,"ONE NEW ZEALAND GROUP LIMITED",,2120.0,"COROMANDEL TOWN VF C2COT","Current","TX",false
241461,298841,"ONE NEW ZEALAND GROUP LIMITED",,1867.5,"COROMANDEL TOWN VF C2COT","Current","TX",false
241460,298826,"ONE NEW ZEALAND GROUP LIMITED",,785.5,"COROMANDEL TOWN VF C2COT","Current","TX",false
241459,298834,"ONE NEW ZEALAND GROUP LIMITED",,2682.5,"HUNTLY TOWN VF C1HYT","Current","TX",false
241458,298824,"ONE NEW ZEALAND GROUP LIMITED",,2120.0,"HUNTLY TOWN VF C1HYT","Current","TX",false
241457,298840,"ONE NEW ZEALAND GROUP LIMITED",,1867.5,"HUNTLY TOWN VF C1HYT","Current","TX",false
241456,298823,"ONE NEW ZEALAND GROUP LIMITED",,785.5,"HUNTLY TOWN VF C1HYT","Current","TX",false
241455,298892,"TELETRONICS LIMITED","EEX41",166.2125,"ALL NORTH ISLAND","Current","TX",false
241452,298819,"SPARK NEW ZEALAND TRADING LIMITED",,2137.5,"UPPER MOUTERE","Current","TX",false
241449,298807,"SPARK NEW ZEALAND TRADING LIMITED",,2137.5,"BENSON ROAD","Current","TX",false
241447,298852,"Paul David Godolphin","2AD4625",144.625,"CAMERON TOWN RD PUKEKOHE","Current","TX",false
241446,298319,"NZME RADIO LIMITED","18G8C1#",19507.5,"NZME STUDIO 200 ARMAGH STREET","Current","TX",false
241440,298309,"LIGHTWIRE LIMITED","11G1W#",11285.0,"TAUHEI (THEI2) (LIGHTWIRE)","Current","TX",false
241439,298308,"LIGHTWIRE LIMITED","11G1W",10755.0,"WAITERIMU (WRIMU) (LIGHTWIRE)","Current","TX",false
241434,302258,"KIWIWIFI LIMITED","11G10A#",11585.0,"150 ROSEDALE ROAD, UPPER MOUTERE","Current","TX",false
241433,302257,"KIWIWIFI LIMITED","11G10A",11055.0,"HIGH PEAK STATION E MOTUEKA","Current","TX",false
241432,302262,"KIWIWIFI LIMITED","11G8A#",11505.0,"799 WAIWHERO ROAD, NGATIMOTI","Current","TX",false
241431,302261,"KIWIWIFI LIMITED","11G8A",10975.0,"HIGH PEAK STATION W MOTUEKA","Current","TX",false
241430,,"ALCOM COMMUNICATION SERVICES LIMITED","EN91#",153.65625,"MOBILE","Current","TX",false
241429,,"ALCOM COMMUNICATION SERVICES LIMITED","EN123#",154.05625,"MOBILE","Current","TX",false
241428,302284,"ALCOM COMMUNICATION SERVICES LIMITED","EN123",152.275,"WHAKAMARU","Current","TX",false
241427,302285,"ALCOM COMMUNICATION SERVICES LIMITED","EN91",151.875,"WHAKAMARU","Current","TX",false
241426,302254,"KIWIWIFI LIMITED","18G7A#",19480.0,"KAIRURU SE KIWIWIFI","Current","TX",false
241425,302253,"KIWIWIFI LIMITED","18G7A",18470.0,"8A INGLIS STREET MOTUEKA","Current","TX",false
241423,301739,"MANFEILD PARK TRUST","CNX36",453.49375,"MANAWATU-WANGANUI REGION","Current","TX",false
241423,301739,"MANFEILD PARK TRUST","CNX26",453.36875,"MANAWATU-WANGANUI REGION","Current","TX",false
241417,298174,"TWO DEGREES NETWORKS LIMITED",,798.0,"(CHC-060-040-E)[CAIR]_CHC AIRPORT","Current","TX",false
241414,299156,"EONFIBRE LIMITED","18G8A",18580.0,"698B WAITAWHETA ROAD WAIHI (RCG WAITAWHETA TRACK RWKWWT)","Current","TX",false
241413,298295,"NZME RADIO LIMITED","J16B#",459.0625,"OURUHIA","Current","TX",false
241409,298798,"SPARK NEW ZEALAND TRADING LIMITED",,2665.0,"GLENFIELD EXCHANGE","Current","TX",false
241406,,"LIGHTWIRE LIMITED","TD402#",411.025,"MOBILE","Current","TX",false
241405,298291,"LIGHTWIRE LIMITED","TD402",419.025,"PUKETUTU (NETSMART)","Current","TX",false
241404,,"LIGHTWIRE LIMITED","TD362#",410.525,"MOBILE","Current","TX",false
241403,298290,"LIGHTWIRE LIMITED","TD362",418.525,"PUKETUTU (NETSMART)","Current","TX",false
241402,,"LIGHTWIRE LIMITED","TD422#",411.275,"MOBILE","Current","TX",false
241401,298289,"LIGHTWIRE LIMITED","TD422",419.275,"PUKETUTU (NETSMART)","Current","TX",false
241400,,"LIGHTWIRE LIMITED","TD342#",410.275,"MOBILE","Current","TX",false
241399,298288,"LIGHTWIRE LIMITED","TD342",418.275,"PUKETUTU (NETSMART)","Current","TX",false
241394,299019,"LIGHTWIRE LIMITED","11G8#",11525.0,"POHARA (PHRA2) (LIGHTWIRE)","Current","TX",false
241393,299018,"LIGHTWIRE LIMITED","11G8",10995.0,"ARAPUNI (ARA) (LIGHTWIRE)","Current","TX",false
241392,298817,"SPARK NEW ZEALAND TRADING LIMITED",,2137.5,"OPOTIKI SOUTH","Current","TX",false
241391,298816,"SPARK NEW ZEALAND TRADING LIMITED",,2137.5,"UPPER HARBOUR DRIVE","Current","TX",false
241390,298286,"Fire and Emergency New Zealand","J62C",450.2125,"ARTHURS PASS FIRE STATION","Current","TX",false
241387,297868,"VIBES LOGGING LIMITED","ENX49",150.6625,"LOWER NORTH ISLAND","Current","TX",false
241385,298803,"SPARK NEW ZEALAND TRADING LIMITED",,2137.5,"NEWSTEAD","Current","TX",false
241382,298814,"SPARK NEW ZEALAND TRADING LIMITED",,2137.5,"HAMILTON SOUTH EAST","Current","TX",false
241381,298806,"SPARK NEW ZEALAND TRADING LIMITED",,2665.0,"OAMARU NORTH","Current","TX",false
241377,298801,"SPARK NEW ZEALAND TRADING LIMITED",,2335.0,"OAMARU NORTH","Current","TX",false
241376,298809,"SPARK NEW ZEALAND TRADING LIMITED",,2137.5,"KAUKAPAKAPA","Current","TX",false
241369,298857,"EONFIBRE LIMITED","8GL78#",8251.745,"STATION PEAK","Current","TX",false
241368,298856,"EONFIBRE LIMITED","8GL78",7940.425,"MT STUDHOLME VODAFONE","Current","TX",false
241367,298859,"EONFIBRE LIMITED","8GL78#",8251.745,"TIMARU RAILWAY STATION","Current","TX",false
241366,298858,"EONFIBRE LIMITED","8GL78",7940.425,"MT STUDHOLME VODAFONE","Current","TX",false
241365,298845,"National Emergency Management Agency","ES149",142.8625,"TE AWAPUTAHI","Current","TX",false
241365,298845,"National Emergency Management Agency","ES149",142.8625,"RANGITOTO","Current","TX",false
241365,298845,"National Emergency Management Agency","ES149",142.8625,"KANPUR ROAD","Current","TX",false
241364,298795,"National Emergency Management Agency","ES4",141.05,"PAPAMOA NO2","Current","TX",false
241364,298795,"National Emergency Management Agency","ES4",141.05,"OMAKERE","Current","TX",false
241364,298795,"National Emergency Management Agency","ES4",141.05,"MOKORETA (ASI LTD)","Current","TX",false
241364,298795,"National Emergency Management Agency","ES4",141.05,"COLONIAL KNOB (AIRWAYS)","Current","TX",false
241363,299159,"VITAL LIMITED","I551",421.2625,"CHEVIOT","Current","TX",false
241362,,"St John","ES37#",138.4625,"MOBILE","Current","TX",false
241361,,"St John","ES32#",138.4,"MOBILE","Current","TX",false
241359,298794,"NZME RADIO LIMITED","K4A1#",932.25,"SUGARLOAF","Current","TX",false
241358,298307,"NZME RADIO LIMITED","J128D#",466.6125,"NZME STUDIO 200 ARMAGH STREET","Current","TX",false
241357,298318,"NZME RADIO LIMITED","18G8C1",18497.5,"SUGARLOAF","Current","TX",false
241356,298793,"NZME RADIO LIMITED","K6B4#",934.875,"NZME STUDIO 200 ARMAGH STREET","Current","TX",false
241355,298792,"NZME RADIO LIMITED","K6B3#",934.625,"NZME STUDIO 200 ARMAGH STREET","Current","TX",false
241354,298791,"NZME RADIO LIMITED","K6B2#",934.375,"NZME STUDIO 200 ARMAGH STREET","Current","TX",false
241353,298790,"NZME RADIO LIMITED","K1A1#",929.25,"NZME STUDIO 200 ARMAGH STREET","Current","TX",false
241352,298306,"NZME RADIO LIMITED","KL2",841.75,"NZME STUDIO 200 ARMAGH STREET","Current","TX",false
241350,298304,"NZME RADIO LIMITED","KL16",848.75,"NZME STUDIO 200 ARMAGH STREET","Current","TX",false
241349,298303,"NZME RADIO LIMITED","KLA3",842.125,"NZME STUDIO 200 ARMAGH STREET","Current","TX",false
241348,298302,"NZME RADIO LIMITED","KL1",841.25,"NZME STUDIO 200 ARMAGH STREET","Current","TX",false
241347,298301,"NZME RADIO LIMITED","KL6",843.75,"NZME STUDIO 200 ARMAGH STREET","Current","TX",false
241346,298300,"NZME RADIO LIMITED","KL4",842.75,"NZME STUDIO 200 ARMAGH STREET","Current","TX",false
241344,298297,"NZME RADIO LIMITED","KL19",850.25,"NZME STUDIO 200 ARMAGH STREET","Current","TX",false
241343,298296,"NZME RADIO LIMITED","KL14",847.75,"NZME STUDIO 200 ARMAGH STREET","Current","TX",false
241342,298294,"NZME RADIO LIMITED","J16B",454.025,"NZME STUDIO 200 ARMAGH STREET","Current","TX",false
241340,298850,"GPS CONTROL SYSTEMS LIMITED","EE14#",166.975,"ST HWY 3, RATANA","Current","TX",false
241339,299027,"LIGHTWIRE LIMITED","11G3W#",11445.0,"PARAWERA (PWRA) (LIGHTWIRE)","Current","TX",false
241338,299026,"LIGHTWIRE LIMITED","11G3W",10915.0,"ARAPUNI (ARA) (LIGHTWIRE)","Current","TX",false
241337,299025,"LIGHTWIRE LIMITED","11G2W#",11365.0,"PARAWERA (PWRA) (LIGHTWIRE)","Current","TX",false
241336,299024,"LIGHTWIRE LIMITED","11G2W",10835.0,"ARAPUNI (ARA) (LIGHTWIRE)","Current","TX",false
241335,297621,"SPARK NEW ZEALAND TRADING LIMITED",,2665.0,"WALTHAM","Current","TX",false
241334,297864,"Steve Sharpe","FNX564",482.78125,"ALL NEW ZEALAND","Current","TX",false
241330,,"Porirua City Council","EE237#",169.7625,"MOBILE","Current","TX",false
241327,297862,"METEOROLOGICAL SERVICE OF NEW ZEALAND LIMITED","JBX5",449.43125,"OUTLOOK HILL","Current","TX",false
241326,297860,"METEOROLOGICAL SERVICE OF NEW ZEALAND LIMITED","JBX9",449.48125,"PARAPARAUMU METEROLOGICAL SERVICE","Current","TX",false
241324,298849,"GPS CONTROL SYSTEMS LIMITED","EE10",162.325,"MT STEWART","Current","TX",false
241321,,"GPS CONTROL SYSTEMS LIMITED","EE236#",169.75,"MOBILE","Current","TX",false
241315,297612,"SPARK NEW ZEALAND TRADING LIMITED",,1845.0,"TEMUKA NORTH","Current","TX",false
241314,297604,"SPARK NEW ZEALAND TRADING LIMITED",,2665.0,"TEMUKA NORTH","Current","TX",false
241313,297861,"METEOROLOGICAL SERVICE OF NEW ZEALAND LIMITED","JBX5",449.43125,"STEPHENS ISLAND","Current","TX",false
241312,297859,"METEOROLOGICAL SERVICE OF NEW ZEALAND LIMITED","JBX9",449.48125,"BROTHERS ISLAND","Current","TX",false
241310,299029,"RYMAN HEALTHCARE LIMITED","FNX788",489.08125,"CHRISTCHURCH CITY TLA","Current","TX",false
241310,299029,"RYMAN HEALTHCARE LIMITED","FNX744",488.53125,"CHRISTCHURCH CITY TLA","Current","TX",false
241310,299029,"RYMAN HEALTHCARE LIMITED","FNX729",488.34375,"CHRISTCHURCH CITY TLA","Current","TX",false
241309,298848,"GPS CONTROL SYSTEMS LIMITED","EE236",165.15,"WHARITE (GPS CONTROL SYSTEMS LTD)","Current","TX",false
241309,298848,"GPS CONTROL SYSTEMS LIMITED","EE236",165.15,"WAIPURA","Current","TX",false
241309,298848,"GPS CONTROL SYSTEMS LIMITED","EE236",165.15,"TEMUKA","Current","TX",false
241309,298848,"GPS CONTROL SYSTEMS LIMITED","EE236",165.15,"TE WERAITI (GPS CONTROL SYSTEMS LTD)","Current","TX",false
241309,298848,"GPS CONTROL SYSTEMS LIMITED","EE236",165.15,"TE MATA (GPS CONTROL SYSTEMS)","Current","TX",false
241309,298848,"GPS CONTROL SYSTEMS LIMITED","EE236",165.15,"ST HWY 3, RATANA","Current","TX",false
241309,298848,"GPS CONTROL SYSTEMS LIMITED","EE236",165.15,"SANDSTONE-KINGSTON CROSSING RD BALFOUR","Current","TX",false
241309,298848,"GPS CONTROL SYSTEMS LIMITED","EE236",165.15,"SAINSBURY RD, PIRONGIA","Current","TX",false
241309,298848,"GPS CONTROL SYSTEMS LIMITED","EE236",165.15,"RAWHITI RD, MANGAITI, TE AROHA","Current","TX",false
241309,298848,"GPS CONTROL SYSTEMS LIMITED","EE236",165.15,"RANGITIKEI VALLEY RD, REWA (STORMY POINT)","Current","TX",false
241309,298848,"GPS CONTROL SYSTEMS LIMITED","EE236",165.15,"POU TU  O TE RANGI, DARGAVILLE","Current","TX",false
241309,298848,"GPS CONTROL SYSTEMS LIMITED","EE236",165.15,"PARKS RD, MARAKERAKE, OAMARU","Current","TX",false
241309,298848,"GPS CONTROL SYSTEMS LIMITED","EE236",165.15,"OPOO STATION, PAPATU RD, MANUTUKE, GISBORNE","Current","TX",false
241309,298848,"GPS CONTROL SYSTEMS LIMITED","EE236",165.15,"OMAHA FLATS RD, OMAHA","Current","TX",false
241309,298848,"GPS CONTROL SYSTEMS LIMITED","EE236",165.15,"MT STEWART","Current","TX",false
241309,298848,"GPS CONTROL SYSTEMS LIMITED","EE236",165.15,"MT ERIN (GPS CONTROL SYSTEMS)","Current","TX",false
241309,298848,"GPS CONTROL SYSTEMS LIMITED","EE236",165.15,"MEREWHIRA RD, PAREMOREMO","Current","TX",false
241309,298848,"GPS CONTROL SYSTEMS LIMITED","EE236",165.15,"LYNDHURST RD, METHVEN","Current","TX",false
241309,298848,"GPS CONTROL SYSTEMS LIMITED","EE236",165.15,"LEACHES RD, WINDWHISTLE","Current","TX",false
241309,298848,"GPS CONTROL SYSTEMS LIMITED","EE236",165.15,"KAITAIA AWAROA RD, AHIPARA","Current","TX",false
241309,298848,"GPS CONTROL SYSTEMS LIMITED","EE236",165.15,"JESS RD, OMOKORA","Current","TX",false
241309,298848,"GPS CONTROL SYSTEMS LIMITED","EE236",165.15,"GLENRON, ROBINSONS RD, PLEASANT POINT","Current","TX",false
241308,301557,"Porirua City Council","EE237",165.1625,"POPE STREET RESERVOIR","Current","TX",false
241305,299158,"VITAL LIMITED","I551#",426.275,"BELTANA - DO NOT USE","Current","TX",false
241304,302328,"St John","ES37",141.4625,"WRIGHT HILL(TX)","Current","TX",false
241304,302328,"St John","ES37",141.4625,"TE AWAPUTAHI","Current","TX",false
241304,302328,"St John","ES37",141.4625,"SOUTHERN VENTILATION BUILDING","Current","TX",false
241304,302328,"St John","ES37",141.4625,"SEWELL PEAK","Current","TX",false
241304,302328,"St John","ES37",141.4625,"RNLOUH - OUE HILLTOP","Current","TX",false
241304,302328,"St John","ES37",141.4625,"PUTAUAKI","Current","TX",false
241304,302328,"St John","ES37",141.4625,"PUKEMORE","Current","TX",false
241304,302328,"St John","ES37",141.4625,"MT OBI","Current","TX",false
241304,302328,"St John","ES37",141.4625,"MT CROMBIE","Current","TX",false
241304,302328,"St John","ES37",141.4625,"MINA","Current","TX",false
241304,302328,"St John","ES37",141.4625,"JACKSONS LOOKOUT","Current","TX",false
241304,302328,"St John","ES37",141.4625,"HICKS BAY","Current","TX",false
241304,302328,"St John","ES37",141.4625,"CONSOLATION PEAK","Current","TX",false
241304,302328,"St John","ES37",141.4625,"CAVE HILL JDA","Current","TX",false
241304,302328,"St John","ES37",141.4625,"BRYNDERWYN","Current","TX",false
241303,301868,"St John","ES32",141.4,"WAIKERIKERI","Current","TX",false
241303,301868,"St John","ES32",141.4,"TE UKU","Current","TX",false
241303,301868,"St John","ES32",141.4,"PUKERUA BAY","Current","TX",false
241303,301868,"St John","ES32",141.4,"PUKEHOKO","Current","TX",false
241303,301868,"St John","ES32",141.4,"POPLARS RIDGE","Current","TX",false
241303,301868,"St John","ES32",141.4,"MORERE","Current","TX",false
241303,301868,"St John","ES32",141.4,"MAUNU MT","Current","TX",false
241303,301868,"St John","ES32",141.4,"KAUAEKEKE","Current","TX",false
241303,301868,"St John","ES32",141.4,"HILLEND","Current","TX",false
241303,301868,"St John","ES32",141.4,"CHEVIOT","Current","TX",false
241303,301868,"St John","ES32",141.4,"ASHBURTON","Current","TX",false
241303,301868,"St John","ES32",141.4,"105 JERVIS RD, WAIWERA","Current","TX",false
241302,297555,"TWO DEGREES NETWORKS LIMITED",,939.9,"(WKT-021-024-A)[MGKO]_MANGAKINO","Current","TX",false
241301,297448,"TWO DEGREES NETWORKS LIMITED",,939.9,"(BOP-024-024-B)[HILC]_HILLCREST","Current","TX",false
241300,297513,"TWO DEGREES NETWORKS LIMITED",,939.9,"(WLG-046-043-B)[BAHD]_BARING HEAD","Current","TX",false
241299,297584,"TWO DEGREES NETWORKS LIMITED",,939.9,"(NTH-003-011-A)[RWAI]_RUAWAI","Current","TX",false
241298,297560,"TWO DEGREES NETWORKS LIMITED",,939.9,"(AKL-010-041-A)[AWIN]_RBI AWHITU NORTH","Current","TX",false
241297,297413,"TWO DEGREES NETWORKS LIMITED",,939.9,"(AKL-005-031-A)[NHST]_NTH HARBOUR STADIUM","Current","TX",false
241296,297522,"TWO DEGREES NETWORKS LIMITED",,939.9,"(AKL-008-145-A)[VWIT]_S_WHITFORD","Current","TX",false
241292,298833,"ONE NEW ZEALAND GROUP LIMITED",,785.5,"PARKSTONE AVENUE VF S3PAV","Current","TX",false
241291,298832,"ONE NEW ZEALAND GROUP LIMITED",,2682.5,"SNELLS BEACH TOWN VF N2SBT","Current","TX",false
241290,298838,"ONE NEW ZEALAND GROUP LIMITED",,2120.0,"SNELLS BEACH TOWN VF N2SBT","Current","TX",false
241289,298837,"ONE NEW ZEALAND GROUP LIMITED",,1867.5,"SNELLS BEACH TOWN VF N2SBT","Current","TX",false
241288,298843,"ONE NEW ZEALAND GROUP LIMITED",,785.5,"SNELLS BEACH TOWN VF N2SBT","Current","TX",false
241287,298831,"ONE NEW ZEALAND GROUP LIMITED",,2682.5,"THAMES SOUTH VF C2TSA","Current","TX",false
241286,298822,"ONE NEW ZEALAND GROUP LIMITED",,2120.0,"THAMES SOUTH VF C2TSA","Current","TX",false
241285,298836,"ONE NEW ZEALAND GROUP LIMITED",,1867.5,"THAMES SOUTH VF C2TSA","Current","TX",false
241284,298821,"ONE NEW ZEALAND GROUP LIMITED",,785.5,"THAMES SOUTH VF C2TSA","Current","TX",false
241276,299003,"LIGHTWIRE LIMITED","23G3#",22736.0,"KAUAERANGA VALLEY (KAVLY) (LIGHTWIRE)","Current","TX",false
241275,299002,"LIGHTWIRE LIMITED","23G3",21504.0,"KAUAERANGA VALLEY CAMP (KVCC) (LIGHTWIRE)","Current","TX",false
241270,298999,"LIGHTWIRE LIMITED","23G1#",22512.0,"MT KAKEPUKU (PKU) (LIGHTWIRE)","Current","TX",false
241269,299291,"KORDIA LIMITED",,14231.25,"PANORAMA ROAD (SKY SES)","Current","TX",false
241268,298998,"LIGHTWIRE LIMITED","23G1",21280.0,"POKURU EXCHANGE (PKUEX) (LIGHTWIRE)","Current","TX",false
241267,299290,"KORDIA LIMITED",,14204.25,"PANORAMA ROAD (SKY SES)","Current","TX",false
241254,297591,"SPARK NEW ZEALAND TRADING LIMITED",,2137.5,"LOWER HUTT","Current","TX",false
241253,297600,"SPARK NEW ZEALAND TRADING LIMITED",,1845.0,"PAHIATUA TOWN","Current","TX",false
241252,297611,"SPARK NEW ZEALAND TRADING LIMITED",,1845.0,"AWAPUNI SOUTH","Current","TX",false
241251,297608,"SPARK NEW ZEALAND TRADING LIMITED",,2665.0,"LOWER HUTT","Current","TX",false
241250,297590,"SPARK NEW ZEALAND TRADING LIMITED",,2335.0,"LOWER HUTT","Current","TX",false
241249,297599,"SPARK NEW ZEALAND TRADING LIMITED",,2137.5,"PAKIPAKI","Current","TX",false
241248,297609,"SPARK NEW ZEALAND TRADING LIMITED",,2137.5,"GREY LYNN","Current","TX",false
241247,297620,"SPARK NEW ZEALAND TRADING LIMITED",,2665.0,"SUNNYHAVEN AVE","Current","TX",false
241246,297589,"SPARK NEW ZEALAND TRADING LIMITED",,2665.0,"SEAVIEW ROAD","Current","TX",false
241225,299017,"LIGHTWIRE LIMITED","18G8A#",19590.0,"NGONGOTAHA (NGO) (LIGHTWIRE)","Current","TX",false
241224,299016,"LIGHTWIRE LIMITED","18G8A",18580.0,"NGONGOTAHA EXCHANGE (NGOEX)","Current","TX",false
241219,297277,"TWO DEGREES NETWORKS LIMITED",,939.9,"(BOP-025-033-C)[EDRU]_EDGECUMBE","Current","TX",false
241218,297301,"TWO DEGREES NETWORKS LIMITED",,939.9,"(AKL-007-286-A)[MSNR]_MISSION BAY RELOCATE","Current","TX",false
241217,297320,"TWO DEGREES NETWORKS LIMITED",,939.9,"(WKT-013-036-A)[VWEX]_WAIKATO EXPRESSWAY STH","Current","TX",false
241216,297325,"TWO DEGREES NETWORKS LIMITED",,939.9,"(AKL-007-319-A)[NDAU]_NORMAN LESSER DR","Current","TX",false
241215,297306,"TWO DEGREES NETWORKS LIMITED",,939.9,"(AKL-007-312-A)[PAMR]_PANMURE RELOCATE","Current","TX",false
241214,297287,"TWO DEGREES NETWORKS LIMITED",,939.9,"(WKT-015-010-A)[TTNI]_TATUANUI RBI","Current","TX",false
241213,297240,"TWO DEGREES NETWORKS LIMITED",,939.9,"(WKT-011-045-A)[TUPU]_TE PURU RBI","Current","TX",false
241212,297276,"TWO DEGREES NETWORKS LIMITED",,939.9,"(AKL-010-032-A)[BNTH]_BOMBAY NORTH","Current","TX",false
241210,297305,"TWO DEGREES NETWORKS LIMITED",,939.9,"(WLG-048-010-B)[LSDN]_LANSDOWNE","Current","TX",false
241209,297311,"TWO DEGREES NETWORKS LIMITED",,939.9,"(MNW-040-027-A)[KLGN]_KELVIN GROVE NORTH","Current","TX",false
241208,297300,"TWO DEGREES NETWORKS LIMITED",,939.9,"(AKL-007-288-A)[SHRR]_ST HELIERS RELOCATE","Current","TX",false
241207,297256,"TWO DEGREES NETWORKS LIMITED",,939.9,"(AKL-005-092-B)[NTHM]_NORTH HEAD","Current","TX",false
241206,297235,"TWO DEGREES NETWORKS LIMITED",,939.9,"(AKL-007-289-A)[STNF]_STONEFIELDS","Current","TX",false
241205,297286,"TWO DEGREES NETWORKS LIMITED",,939.9,"(AKL-007-231-A)[SHAU]_ST HELIERS TOWNSHIP","Current","TX",false
241204,297299,"TWO DEGREES NETWORKS LIMITED",,939.9,"(MBN-051-019-A)[TSMN]_TASMAN","Current","TX",false
241203,297296,"TWO DEGREES NETWORKS LIMITED",,939.9,"(WLG-047-134-A)[THCN]_THORNDON CENTRAL","Current","TX",false
241202,297292,"TWO DEGREES NETWORKS LIMITED",,939.9,"(MNW-042-015-A)[OHAR]_OHAU","Current","TX",false
241201,297332,"TWO DEGREES NETWORKS LIMITED",,939.9,"(AKL-007-293-A)[RMAR]_REMUERA RELOCATE","Current","TX",false
241200,297295,"TWO DEGREES NETWORKS LIMITED",,939.9,"(AKL-007-229-A)[KRAU]_KOHIMARAMA ROAD","Current","TX",false
241199,297267,"TWO DEGREES NETWORKS LIMITED",,939.9,"(AKL-007-313-A)[KPRR]_KEPA BUSH","Current","TX",false
241198,297251,"TWO DEGREES NETWORKS LIMITED",,939.9,"(HKB-029-004-A)[WATN]_WAIROA TOWN","Current","TX",false
241197,297272,"TWO DEGREES NETWORKS LIMITED",,939.9,"(WLG-047-095-B)[WKFS]_WAKEFIELD ST RELOCATION","Current","TX",false
241196,297330,"TWO DEGREES NETWORKS LIMITED",,939.9,"(AKL-007-295-A)[NSON]_NELSON STREET","Current","TX",false
241195,297250,"TWO DEGREES NETWORKS LIMITED",,939.9,"(AKL-004-094-A)[VNME]_S_NORTHERN MOTORWAY EXTENSION","Current","TX",false
241194,297261,"TWO DEGREES NETWORKS LIMITED",,939.9,"(BOP-022-040-A)[VNME]_S_OMOKOROA","Current","TX",false
241193,297319,"TWO DEGREES NETWORKS LIMITED",,939.9,"(BOP-022-041-A)[VKMS]_S_KAIMAI SUMMIT","Current","TX",false
241192,297239,"TWO DEGREES NETWORKS LIMITED",,939.9,"(AKL-004-061-A)[VTEH]_S_TE HANA","Current","TX",false
241191,297324,"TWO DEGREES NETWORKS LIMITED",,939.9,"(BOP-022-039-A)[APTA]_APATA","Current","TX",false
241190,297266,"TWO DEGREES NETWORKS LIMITED",,939.9,"(WKT-013-012-A)[HORT]_HOROTIU","Current","TX",false
241189,297282,"TWO DEGREES NETWORKS LIMITED",,939.9,"(WKT-013-021-A)[NEWS]_NEWSTEAD CENTRAL","Current","TX",false
241188,297265,"TWO DEGREES NETWORKS LIMITED",,939.9,"(BOP-022-014-A)[PGRS]_PAENGAROA SOUTH","Current","TX",false
